,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
354,13,1,2985.0,76.746,0.601,11.4,13.8,3.441,1,0.488,9
355,13,1,2985.5,73.066,0.638,11.1,13.25,3.426,1,0.465,4
356,13,1,2986.0,70.356,0.651,11.0,13.1,3.447,1,0.442,4
357,13,1,2986.5,74.608,0.621,10.5,14.85,3.399,1,0.395,4
358,13,1,2987.0,73.008,0.585,11.1,15.15,3.393,1,0.372,4
359,13,1,2987.5,70.438,0.546,12.1,15.15,3.439,1,0.349,4
360,13,1,2988.0,68.08,0.5,13.5,14.65,3.478,1,0.326,4
361,13,1,2988.5,66.75,0.46,13.6,15.2,3.461,1,0.302,4
362,13,1,2989.0,69.451,0.455,13.4,14.8,3.494,1,0.279,4
363,13,1,2989.5,75.946,0.494,14.2,14.0,3.541,1,0.256,4
364,13,1,2990.0,80.344,0.556,11.8,13.6,3.522,1,0.233,4
365,13,1,2990.5,83.772,0.616,10.4,12.9,3.476,1,0.186,4
366,13,1,2991.0,84.767,0.618,10.7,12.55,3.39,1,0.163,4
367,13,1,2991.5,84.09,0.616,9.4,13.4,3.289,1,0.14,4
368,13,1,2992.0,86.628,0.601,8.8,14.4,3.19,1,0.116,4
369,13,1,2992.5,90.43,0.556,2.0,21.4,3.045,1,0.093,4
370,13,1,2993.0,87.077,0.498,2.0,26.4,3.088,1,0.07,4
371,13,1,2993.5,76.623,0.479,5.3,28.45,3.224,1,0.047,4
372,13,1,2994.0,62.768,0.546,3.2,26.3,3.334,1,0.023,4
373,12,1,2994.5,43.738,0.703,1.8,19.3,3.876,2,1.0,4
374,12,1,2995.0,27.859,0.855,6.9,11.75,4.508,2,0.993,4
375,12,1,2995.5,18.034,0.879,5.3,9.55,4.815,2,0.985,4
376,12,1,2996.0,13.203,0.83,3.0,9.1,4.863,2,0.978,8
377,12,1,2996.5,12.762,0.767,2.0,8.9,5.024,2,0.97,4
378,12,1,2997.0,14.843,0.702,1.8,9.2,4.616,2,0.963,4
379,12,1,2997.5,19.087,0.644,0.4,10.4,4.172,2,0.955,8
380,12,1,2998.0,19.087,0.644,0.4,10.4,4.172,2,0.955,8
381,12,1,2998.5,25.207,0.601,-0.2,10.7,3.97,2,0.948,9
382,12,1,2999.0,27.997,0.587,1.1,10.25,3.933,2,0.94,4
383,12,1,2999.5,28.822,0.602,2.2,10.0,3.875,2,0.933,4
384,12,1,3000.0,28.618,0.622,1.9,10.35,3.969,2,0.925,4
385,12,1,3000.5,24.815,0.612,0.7,11.15,4.118,2,0.918,4
386,12,1,3001.0,23.371,0.575,0.2,11.8,4.243,2,0.91,9
387,12,1,3001.5,23.052,0.542,0.1,12.35,4.196,2,0.903,9
388,12,1,3002.0,23.109,0.522,-0.1,12.15,4.192,2,0.896,9
389,12,1,3002.5,24.138,0.511,-0.3,12.05,3.978,2,0.888,9
390,12,1,3003.0,24.448,0.511,-0.1,11.75,3.975,2,0.881,9
391,12,1,3003.5,25.419,0.523,0.0,11.6,3.962,2,0.873,9
392,12,1,3004.0,26.724,0.56,-0.7,11.35,3.99,2,0.866,9
393,12,1,3004.5,29.213,0.623,-0.8,10.7,3.885,2,0.858,9
394,12,1,3005.0,34.036,0.686,0.4,9.4,3.816,2,0.851,8
395,12,1,3005.5,38.157,0.716,1.7,7.75,3.66,2,0.843,4
396,12,1,3006.0,40.45,0.701,1.8,6.8,3.544,2,0.836,4
397,12,1,3006.5,41.576,0.662,3.5,6.45,3.392,2,0.828,4
398,12,1,3007.0,40.123,0.633,3.7,7.35,3.24,2,0.821,4
399,12,1,3007.5,36.663,0.632,3.4,8.1,3.212,2,0.813,4
400,12,1,3008.0,32.706,0.65,3.8,8.3,3.253,2,0.806,4
401,12,1,3008.5,30.323,0.672,3.4,8.7,3.289,2,0.799,4
402,12,1,3009.0,28.601,0.694,3.0,9.4,3.314,2,0.791,4
403,12,1,3009.5,28.169,0.721,2.4,9.7,3.262,2,0.784,4
404,12,1,3010.0,29.442,0.756,1.4,9.8,3.31,2,0.776,4
405,12,1,3010.5,30.878,0.795,0.7,9.55,3.359,2,0.769,4
406,12,1,3011.0,32.151,0.832,0.1,9.35,3.409,2,0.761,9
407,12,1,3011.5,33.677,0.856,0.4,9.1,3.417,2,0.754,9
408,12,1,3012.0,33.701,0.872,1.1,8.95,3.444,2,0.746,4
409,12,1,3012.5,35.105,0.889,1.5,8.75,3.466,2,0.739,4
410,12,1,3013.0,37.104,0.914,1.6,8.6,3.49,2,0.731,4
411,12,1,3013.5,37.349,0.939,2.1,7.95,3.418,2,0.724,4
412,12,1,3014.0,37.936,0.952,2.4,7.7,3.504,2,0.716,4
413,12,1,3014.5,39.087,0.953,2.1,7.75,3.511,2,0.709,4
414,12,1,3015.0,38.059,0.951,1.7,7.55,3.55,2,0.701,4
415,12,1,3015.5,37.202,0.952,2.2,7.3,3.603,2,0.694,4
416,12,1,3016.0,37.218,0.951,1.8,7.5,3.675,2,0.687,4
417,12,1,3016.5,37.781,0.949,1.4,7.6,3.741,2,0.679,4
418,12,1,3017.0,40.164,0.948,1.5,7.35,3.735,2,0.672,4
419,12,1,3017.5,40.956,0.95,1.6,7.3,3.747,2,0.664,4
420,12,1,3018.0,41.013,0.952,1.5,7.25,3.64,2,0.657,4
421,12,1,3018.5,42.547,0.95,1.9,7.15,3.683,2,0.649,4
422,12,1,3019.0,41.192,0.945,2.0,7.0,3.644,2,0.642,4
423,12,1,3019.5,42.726,0.941,2.3,7.15,3.704,2,0.634,4
424,12,1,3020.0,44.407,0.942,3.4,7.0,3.695,2,0.627,4
425,12,1,3020.5,45.387,0.946,3.8,6.8,3.788,2,0.619,4
426,12,1,3021.0,45.052,0.945,2.6,7.5,3.917,2,0.612,4
427,12,1,3021.5,46.129,0.935,2.4,7.4,3.948,2,0.604,4
428,12,1,3022.0,47.826,0.925,2.5,7.05,4.016,2,0.597,4
429,12,1,3022.5,50.054,0.925,2.3,6.75,3.935,2,0.59,4
430,12,1,3023.0,55.562,0.933,1.8,6.9,3.974,2,0.582,4
431,12,1,3023.5,63.029,0.947,2.0,6.8,3.859,2,0.575,4
432,12,1,3024.0,75.399,0.966,1.9,6.45,3.681,2,0.567,4
433,12,1,3024.5,102.116,0.987,0.2,6.9,3.561,2,0.56,9
434,12,1,3025.0,140.778,0.993,-0.4,7.0,3.513,2,0.552,8
435,12,1,3025.5,183.358,0.981,-0.3,7.35,3.437,2,0.545,9
436,12,1,3026.0,213.999,0.977,0.2,7.8,3.412,2,0.537,9
437,12,1,3026.5,220.413,1.004,0.0,8.0,3.528,2,0.53,9
438,12,1,3027.0,200.306,1.027,0.0,8.0,3.671,2,0.522,9
439,12,1,3027.5,162.149,0.999,-0.2,8.5,3.746,2,0.515,9
440,12,1,3028.0,121.202,0.95,0.2,9.2,3.892,2,0.507,8
441,12,1,3028.5,92.805,0.916,1.3,9.95,3.924,2,0.5,4
442,12,1,3029.0,77.758,0.894,1.9,10.65,3.953,2,0.493,4
443,12,1,3029.5,67.623,0.879,2.9,10.85,3.889,2,0.485,4
444,12,1,3030.0,62.376,0.873,2.5,11.45,3.799,2,0.478,4
445,12,1,3030.5,59.463,0.873,2.1,11.25,3.773,2,0.47,4
446,12,1,3031.0,55.211,0.872,2.7,10.45,3.784,2,0.463,4
447,12,1,3031.5,51.727,0.866,2.3,10.35,3.787,2,0.455,4
448,12,1,3032.0,52.38,0.858,2.1,10.75,3.776,2,0.448,4
449,12,1,3032.5,53.122,0.851,2.5,11.05,3.724,2,0.44,4
450,12,1,3033.0,51.245,0.844,2.7,11.25,3.697,2,0.433,4
451,12,1,3033.5,52.208,0.836,1.5,11.75,3.653,2,0.425,4
452,12,1,3034.0,54.95,0.826,1.3,12.05,3.647,2,0.418,4
453,12,1,3034.5,54.436,0.817,2.0,12.0,3.65,2,0.41,4
454,12,1,3035.0,54.811,0.81,1.8,12.1,3.678,2,0.403,4
455,12,1,3035.5,55.603,0.801,1.6,12.2,3.644,2,0.396,4
456,12,1,3036.0,54.289,0.785,1.3,12.75,3.656,2,0.388,4
457,12,1,3036.5,52.38,0.768,2.0,13.0,3.598,2,0.381,4
458,12,1,3037.0,53.645,0.758,2.0,13.7,3.582,2,0.373,4
459,12,1,3037.5,53.93,0.757,2.1,13.75,3.581,2,0.366,4
460,12,1,3038.0,56.072,0.755,2.9,13.75,3.645,2,0.358,4
461,12,1,3038.5,59.017,0.75,4.0,13.7,3.694,2,0.351,4
462,12,1,3039.0,62.144,0.742,4.4,14.1,3.65,2,0.343,4
463,12,1,3039.5,64.814,0.73,4.8,14.2,3.66,2,0.336,4
464,12,1,3040.0,66.705,0.714,5.6,14.6,3.689,2,0.328,4
465,12,1,3040.5,67.568,0.695,6.5,15.45,3.674,2,0.321,4
466,12,1,3041.0,67.683,0.676,6.7,15.65,3.603,2,0.313,4
467,12,1,3041.5,67.683,0.662,6.0,15.4,3.562,2,0.306,4
468,12,1,3042.0,67.683,0.666,5.7,15.25,3.57,2,0.299,4
469,12,1,3042.5,67.683,0.701,6.0,15.2,3.603,2,0.291,4
470,12,1,3043.0,67.683,0.778,5.1,15.65,3.537,2,0.284,4
471,12,1,3043.5,67.683,0.882,4.9,15.75,3.547,2,0.276,4
472,12,1,3044.0,67.683,0.973,4.4,15.8,3.533,2,0.269,4
473,12,1,3044.5,67.683,1.017,3.5,16.25,3.495,2,0.261,4
474,0,0,2972.5,49.675,0.845,3.905,11.175,3.265,2,1.0,7
475,0,0,2973.0,34.435,0.879,3.085,8.175,3.831,2,0.991,7
476,0,0,2973.5,26.178,0.92,2.615,4.945,4.306,2,0.981,7
477,0,0,2974.0,19.463,0.967,0.82,3.82,4.578,2,0.972,7
478,0,0,2974.5,19.26,0.995,0.32,3.63,4.643,2,0.962,8
479,0,0,2975.0,19.985,1.008,0.06,4.32,4.614,2,0.953,9
480,0,0,2975.5,22.298,1.002,-0.01,5.5,4.491,2,0.943,9
481,0,0,2976.0,24.611,0.956,0.05,6.87,4.369,2,0.934,9
482,0,0,2976.5,24.677,0.824,0.31,6.94,4.047,2,0.915,7
483,0,0,2977.0,24.946,0.667,0.965,5.915,3.893,2,0.906,7
484,0,0,2977.5,29.31,0.559,2.11,6.15,3.52,2,0.896,7
485,0,0,2978.0,37.322,0.522,3.375,8.445,3.125,2,0.887,7
486,0,0,2978.5,42.142,0.51,3.985,10.785,2.843,2,0.877,7
487,0,0,2979.0,52.434,0.492,4.42,13.15,2.674,2,0.868,7
488,0,0,2979.5,63.181,0.473,5.18,14.13,2.644,2,0.858,7
489,0,0,2980.0,69.405,0.465,5.52,14.56,2.663,2,0.849,7
490,0,0,2980.5,77.785,0.475,5.82,14.94,2.68,2,0.84,9
491,0,0,2981.0,83.577,0.469,5.965,15.395,2.666,2,0.83,9
492,0,0,2981.5,84.058,0.513,6.025,15.855,2.622,2,0.821,9
493,0,0,2982.0,81.82,0.544,5.95,16.05,2.609,2,0.811,9
494,0,0,2982.5,80.257,0.563,5.74,16.1,2.626,2,0.802,9
495,0,0,2983.0,79.833,0.579,5.135,15.715,2.662,2,0.792,9
496,0,0,2983.5,80.323,0.583,4.565,15.275,2.693,2,0.783,9
497,0,0,2984.0,84.704,0.59,4.365,15.165,2.711,2,0.774,9
498,0,0,2984.5,96.674,0.596,4.725,15.565,2.744,2,0.764,9
499,0,0,2985.0,112.662,0.609,4.88,15.71,2.824,2,0.755,7
500,0,0,2985.5,131.484,0.634,5.11,15.6,2.935,2,0.745,7
501,0,0,2986.0,138.169,0.659,5.33,15.1,3.0,2,0.736,7
502,0,0,2986.5,135.045,0.682,5.1,14.46,3.048,2,0.726,7
503,0,0,2987.0,117.726,0.707,4.415,13.315,3.097,2,0.717,7
504,0,0,2987.5,98.382,0.729,3.395,11.695,3.193,2,0.708,7
505,0,0,2988.0,91.348,0.771,3.235,10.985,3.308,2,0.698,7
506,0,0,2988.5,87.05,0.831,3.21,10.64,3.493,2,0.689,7
507,0,0,2989.0,82.98,0.928,2.835,10.115,3.526,2,0.679,7
508,0,0,2989.5,67.264,1.019,0.475,8.435,3.217,2,0.67,7
509,0,0,2990.0,57.069,1.047,-2.385,7.115,3.157,2,0.66,8
510,0,0,2990.5,46.874,1.066,-3.97,6.6,3.159,2,0.651,8
511,0,0,2991.0,39.325,1.06,-3.69,7.15,3.224,2,0.642,8
512,0,0,2991.5,43.946,1.042,-2.73,7.29,3.272,2,0.632,8
513,0,0,2992.0,51.73,1.005,-0.9,7.98,3.29,2,0.623,8
514,0,0,2992.5,58.374,0.956,1.46,9.41,3.277,2,0.613,7
515,0,0,2993.0,67.754,0.904,3.985,11.545,3.296,2,0.604,7
516,0,0,2993.5,71.206,0.874,5.045,12.915,3.328,2,0.594,7
517,0,0,2994.0,69.188,0.852,4.86,12.85,3.33,2,0.585,7
518,0,0,2994.5,58.452,0.841,3.455,11.265,3.332,2,0.575,7
519,0,0,2995.0,38.715,0.816,2.185,9.855,3.365,2,0.566,7
520,0,0,2995.5,30.541,0.801,0.96,8.76,3.476,2,0.557,7
521,0,0,2996.0,21.684,0.792,-0.04,8.28,3.774,2,0.547,9
522,0,0,2996.5,21.252,0.793,-0.505,9.225,4.041,2,0.538,9
523,0,0,2997.0,23.117,0.793,-0.555,9.895,4.292,2,0.528,9
524,0,0,2997.5,28.85,0.791,-0.46,9.89,4.371,2,0.519,9
525,0,0,2998.0,36.226,0.788,-0.085,9.175,4.112,2,0.509,9
526,0,0,2998.5,42.83,0.801,0.41,8.49,3.91,2,0.5,7
527,0,0,2999.0,46.846,0.82,1.255,8.275,3.793,2,0.491,7
528,0,0,2999.5,48.133,0.845,1.77,8.29,3.486,2,0.481,7
529,0,0,3000.0,43.162,0.874,1.35,8.64,3.263,2,0.472,7
530,0,0,3000.5,36.586,0.92,1.01,8.74,3.187,2,0.462,7
531,0,0,3001.0,32.746,0.955,0.625,8.535,3.173,2,0.453,7
532,0,0,3001.5,30.957,0.974,0.565,8.555,3.315,2,0.443,7
533,0,0,3002.0,30.765,0.981,0.545,8.575,3.441,2,0.434,7
534,0,0,3002.5,31.265,0.987,0.625,8.425,3.618,2,0.425,7
535,0,0,3003.0,33.124,0.994,0.755,8.045,3.943,2,0.415,7
536,0,0,3003.5,35.211,0.997,0.635,7.555,4.07,2,0.406,7
537,0,0,3004.0,36.386,0.988,0.125,7.135,3.885,2,0.396,8
538,0,0,3004.5,38.017,0.951,-0.175,6.875,3.654,2,0.387,9
539,0,0,3005.0,41.016,0.903,0.055,6.825,3.438,2,0.377,9
540,0,0,3005.5,49.654,0.854,1.52,7.51,3.33,2,0.368,7
541,0,0,3006.0,62.068,0.799,3.1,9.13,3.209,2,0.358,7
542,0,0,3006.5,71.222,0.74,4.0,10.98,3.087,2,0.349,7
543,0,0,3007.0,73.309,0.691,4.015,12.425,2.98,2,0.34,7
544,0,0,3007.5,69.469,0.627,3.19,13.37,2.904,2,0.33,7
545,0,0,3008.0,65.857,0.559,2.1,14.08,2.859,2,0.321,9
546,0,0,3008.5,58.369,0.504,0.715,14.235,2.83,2,0.311,7
547,0,0,3009.0,56.125,0.435,-0.775,13.415,2.786,2,0.302,9
548,0,0,3009.5,56.769,0.378,-1.155,12.805,2.726,2,0.292,9
549,0,0,3010.0,62.587,0.298,-0.18,12.87,2.588,2,0.283,9
550,0,0,3010.5,64.674,0.252,0.24,14.42,2.465,2,0.274,9
551,0,0,3011.0,64.253,0.212,0.24,16.36,2.374,2,0.264,9
552,0,0,3011.5,61.553,0.166,-0.295,18.395,2.329,2,0.255,9
553,0,0,3012.0,60.221,0.114,-0.59,19.27,2.315,2,0.245,9
554,0,0,3012.5,59.116,0.093,-0.655,19.655,2.302,2,0.236,9
555,0,0,3013.0,57.997,0.081,-0.8,19.69,2.258,2,0.226,9
556,0,0,3013.5,57.363,0.091,-1.105,19.095,2.243,2,0.217,9
557,0,0,3014.0,57.863,0.144,-1.27,18.12,2.261,2,0.208,9
558,0,0,3014.5,59.038,0.206,-1.26,17.03,2.326,2,0.198,9
559,0,0,3015.0,60.213,0.29,-1.04,16.68,2.409,2,0.189,9
560,0,0,3015.5,61.16,0.368,-0.14,16.68,2.781,2,0.179,9
561,0,0,3016.0,58.46,0.468,-0.25,15.21,3.327,2,0.17,9
562,0,0,3016.5,53.48,0.564,0.36,11.47,3.796,2,0.16,9
563,0,0,3017.0,51.692,0.657,0.825,8.125,4.062,2,0.151,7
564,0,0,3017.5,67.238,0.807,1.7,7.13,4.173,2,0.142,7
565,0,0,3018.0,74.796,0.89,2.905,7.335,4.19,2,0.132,7
566,0,0,3018.5,75.743,0.925,3.055,7.765,4.302,2,0.123,7
567,0,0,3019.0,70.991,0.928,2.325,7.785,4.444,2,0.113,7
568,0,0,3019.5,57.348,0.929,1.355,7.395,4.492,2,0.104,7
569,0,0,3020.0,46.213,0.929,0.67,7.43,4.385,2,0.094,7
570,0,0,3020.5,42.116,0.926,0.19,7.17,4.201,2,0.085,9
571,0,0,3021.0,44.925,0.918,-0.19,6.69,4.093,2,0.075,9
572,0,0,3021.5,55.903,0.912,0.07,5.72,4.034,2,0.066,9
573,0,0,3022.0,66.196,0.906,0.495,5.375,3.958,2,0.057,7
574,0,0,3022.5,73.526,0.894,1.44,5.26,3.82,2,0.047,7
575,3,0,3032.0,72.392,0.709,-0.74,18.41,2.629,1,0.125,9
576,3,0,3032.5,69.928,0.792,-0.69,19.32,2.616,1,0.063,9
577,2,0,3033.0,64.72,0.849,-0.96,16.33,2.914,2,1.0,8
578,2,0,3033.5,52.445,0.892,0.91,11.35,3.292,2,0.977,4
579,2,0,3034.0,43.362,0.93,-0.02,6.92,3.571,2,0.955,8
580,2,0,3034.5,42.064,0.974,0.015,5.495,3.435,2,0.909,8
581,2,0,3035.0,45.642,0.956,0.005,5.475,3.375,2,0.886,8
582,2,0,3035.5,53.266,0.932,-0.105,5.545,3.299,2,0.864,8
583,2,0,3036.0,59.043,0.894,0.17,6.99,3.114,2,0.841,8
584,2,0,3036.5,62.331,0.834,-0.245,9.835,2.813,2,0.818,8
585,2,0,3037.0,60.946,0.884,-1.69,16.08,2.745,2,0.795,8
586,2,0,3037.5,53.914,0.918,-0.72,19.54,3.152,2,0.773,8
587,2,0,3038.0,45.287,0.922,-0.86,18.44,3.962,2,0.75,8
588,2,0,3038.5,30.049,0.925,0.445,13.565,4.571,2,0.727,4
589,2,0,3039.0,23.017,0.947,0.54,9.59,4.806,2,0.705,4
590,2,0,3039.5,21.228,0.973,-0.03,7.57,4.824,2,0.682,9
591,2,0,3040.0,20.109,0.985,0.225,6.725,4.81,2,0.659,8
592,2,0,3040.5,19.256,0.995,0.415,6.505,4.859,2,0.636,4
593,2,0,3041.0,18.38,0.999,0.44,6.29,4.892,2,0.614,4
594,2,0,3041.5,17.275,0.987,0.185,6.075,4.91,2,0.591,9
595,2,0,3042.0,16.39,0.975,0.015,5.815,4.88,2,0.568,9
596,2,0,3042.5,16.197,0.963,-0.205,5.445,4.834,2,0.545,9
597,2,0,3043.0,16.469,0.957,-0.225,5.335,4.76,2,0.523,9
598,2,0,3043.5,20.38,0.973,-0.295,5.255,4.669,2,0.5,8
599,2,0,3044.0,31.86,1.005,-0.185,5.045,4.547,2,0.477,9
600,2,0,3044.5,39.608,1.039,0.44,5.16,4.517,2,0.455,4
601,2,0,3045.0,43.291,1.064,0.96,5.09,4.488,2,0.432,4
602,2,0,3045.5,44.001,1.089,1.295,4.875,4.396,2,0.409,4
603,2,0,3046.0,38.574,1.112,0.7,4.09,4.275,2,0.386,4
604,2,0,3046.5,35.19,1.128,0.195,3.575,4.245,2,0.364,4
605,2,0,3047.0,32.946,1.131,-0.215,3.205,4.434,2,0.341,4
606,2,0,3047.5,31.613,1.128,-0.095,3.545,4.405,2,0.318,4
607,2,0,3048.0,32.113,1.092,-0.005,4.715,4.329,2,0.295,4
608,2,0,3048.5,32.368,1.052,0.29,5.42,4.285,2,0.273,4
609,2,0,3049.0,31.507,0.978,0.405,5.865,4.224,2,0.25,4
610,2,0,3049.5,30.849,0.88,0.445,6.595,4.04,2,0.227,4
611,2,0,3050.0,29.953,0.772,0.91,7.82,3.451,2,0.205,4
612,2,0,3050.5,28.876,0.723,1.24,9.64,3.141,2,0.182,4
613,2,0,3051.0,28.228,0.705,1.21,10.47,3.206,2,0.159,4
614,2,0,3051.5,28.263,0.693,1.005,10.355,3.38,2,0.136,4
615,2,0,3052.0,28.754,0.693,0.47,9.35,3.646,2,0.114,4
616,2,0,3052.5,34.26,0.694,0.34,7.94,3.974,2,0.091,4
617,2,0,3053.0,45.01,0.694,0.485,6.185,4.241,2,0.068,4
618,2,0,3053.5,55.98,0.707,0.665,5.945,4.093,2,0.045,4
619,2,0,3054.0,67.146,0.717,0.965,6.695,3.67,2,0.023,4
620,5,0,3054.5,80.0,0.708,1.965,8.815,3.361,1,1.0,8
621,5,0,3055.0,85.05,0.69,3.215,10.515,3.16,1,0.95,4
622,5,0,3055.5,83.946,0.659,3.965,11.115,3.178,1,0.9,4
623,5,0,3056.0,80.973,0.623,4.61,10.99,3.211,1,0.85,4
624,5,0,3056.5,78.782,0.592,4.845,10.905,3.213,1,0.8,9
625,5,0,3057.0,76.082,0.574,4.82,10.73,3.231,1,0.75,9
626,5,0,3057.5,72.925,0.562,4.535,10.405,3.217,1,0.7,9
627,5,0,3058.0,72.049,0.55,4.24,10.55,3.187,1,0.65,9
628,5,0,3058.5,71.391,0.535,4.115,11.005,3.128,1,0.6,9
629,5,0,3059.0,70.751,0.527,4.055,11.765,3.036,1,0.55,9
630,5,0,3059.5,71.261,0.533,4.235,12.565,3.007,1,0.5,9
631,5,0,3060.0,73.11,0.518,4.44,12.8,2.978,1,0.45,9
632,5,0,3060.5,75.425,0.491,3.815,12.085,2.903,1,0.4,9
633,5,0,3061.0,76.828,0.47,3.265,11.525,2.687,1,0.35,4
634,5,0,3061.5,75.04,0.458,3.16,11.69,2.58,1,0.3,4
635,5,0,3062.0,70.288,0.449,3.695,12.535,2.534,1,0.25,4
636,4,0,3062.5,66.266,0.443,4.505,13.995,2.553,1,0.2,4
637,4,0,3063.0,60.79,0.441,6.07,16.34,2.679,1,0.15,4
638,4,0,3063.5,54.67,0.444,6.25,16.74,3.35,1,0.1,4
639,4,0,3064.0,48.094,0.445,5.995,16.615,3.865,1,0.05,4
640,4,0,3064.5,41.062,0.445,3.425,13.955,4.24,2,1.0,8
641,4,0,3065.0,39.046,0.455,1.725,12.915,4.507,2,0.964,8
642,4,0,3065.5,38.169,0.458,1.1,12.79,4.354,2,0.929,8
643,4,0,3066.0,40.493,0.465,0.895,13.365,4.293,2,0.893,8
644,4,0,3066.5,43.948,0.459,0.68,13.98,4.248,2,0.857,8
645,4,0,3067.0,46.491,0.423,0.57,14.45,4.266,2,0.821,9
646,4,0,3067.5,47.21,0.392,0.565,14.945,4.331,2,0.786,9
647,4,0,3068.0,46.789,0.346,0.765,15.325,4.395,2,0.75,9
648,4,0,3068.5,45.912,0.325,0.985,15.625,4.397,2,0.714,9
649,4,0,3069.0,45.704,0.304,1.205,15.925,4.383,2,0.679,9
650,4,0,3069.5,45.527,0.295,1.27,15.89,4.276,2,0.643,9
651,4,0,3070.0,44.887,0.289,1.155,15.315,4.123,2,0.607,9
652,4,0,3070.5,44.23,0.29,0.815,14.205,3.95,2,0.571,9
653,4,0,3071.0,44.274,0.281,0.55,12.84,3.785,2,0.536,9
654,4,0,3071.5,45.221,0.247,0.545,11.605,3.647,2,0.5,9
655,4,0,3072.0,46.396,0.167,1.685,11.385,3.431,2,0.464,9
656,4,0,3072.5,46.888,0.118,2.92,12.76,3.2,2,0.429,9
657,4,0,3073.0,46.475,0.069,4.4,16.76,2.968,2,0.393,9
658,4,0,3073.5,46.738,0.042,5.065,20.085,2.815,2,0.357,9
659,4,0,3074.0,47.914,0.033,4.815,20.915,2.848,2,0.321,9
660,4,0,3074.5,51.596,0.04,4.485,20.755,2.99,2,0.286,9
661,4,0,3075.0,62.89,0.102,4.42,17.02,3.474,2,0.25,9
662,4,0,3075.5,80.38,0.22,3.955,12.965,4.067,2,0.214,9
663,4,0,3076.0,105.725,0.347,2.42,7.33,4.271,2,0.179,9
664,4,0,3076.5,131.069,0.524,1.655,5.355,3.838,2,0.143,4
665,4,0,3077.0,145.018,0.636,-0.905,7.135,3.203,2,0.107,9
666,4,0,3077.5,131.376,0.726,-1.94,12.26,2.816,2,0.071,8
667,7,0,3078.0,110.21,0.792,0.27,14.14,2.678,2,0.036,4
668,7,0,3078.5,89.045,0.826,3.14,13.7,2.773,1,1.0,8
669,7,0,3079.0,73.807,0.808,4.795,11.855,3.371,1,0.944,8
670,7,0,3079.5,73.158,0.781,4.755,10.905,3.493,1,0.889,8
671,7,0,3080.0,73.195,0.763,3.975,10.205,3.432,1,0.833,4
672,7,0,3080.5,72.325,0.748,3.68,10.0,3.387,1,0.778,9
673,7,0,3081.0,71.221,0.742,3.33,9.69,3.374,1,0.722,4
674,7,0,3081.5,70.563,0.742,2.76,9.25,3.329,1,0.667,4
675,7,0,3082.0,71.519,0.733,1.75,10.04,3.145,1,0.611,4
676,7,0,3082.5,74.062,0.722,2.32,12.64,2.945,1,0.556,4
677,7,0,3083.0,77.061,0.71,2.765,15.055,2.776,1,0.5,4
678,7,0,3083.5,78.693,0.695,3.04,15.66,2.793,1,0.444,4
679,7,0,3084.0,79.192,0.683,2.505,14.075,2.951,1,0.389,4
680,7,0,3084.5,79.192,0.683,2.505,14.075,2.951,1,0.389,4
681,7,0,3085.0,78.999,0.662,2.395,12.335,2.984,1,0.333,4
682,7,0,3085.5,78.114,0.64,2.395,11.095,2.909,1,0.278,4
683,7,0,3086.0,77.246,0.625,2.705,12.075,2.708,1,0.222,4
684,7,0,3086.5,76.369,0.62,2.305,15.615,2.601,1,0.167,4
685,7,0,3087.0,72.301,0.633,0.98,21.27,2.759,1,0.111,4
686,7,0,3087.5,61.107,0.667,-1.74,21.21,3.849,1,0.056,9
687,6,0,3088.0,41.149,0.68,-2.295,18.875,4.854,2,1.0,8
688,6,0,3088.5,28.419,0.686,-0.92,14.54,5.036,2,0.938,8
689,6,0,3089.0,22.527,0.687,0.36,10.24,5.044,2,0.875,8
690,6,0,3089.5,18.459,0.684,2.27,8.16,4.931,2,0.813,9
691,6,0,3090.0,17.345,0.679,2.67,8.23,4.547,2,0.75,9
692,6,0,3090.5,17.617,0.676,2.855,8.725,4.328,2,0.688,4
693,6,0,3091.0,19.292,0.664,2.695,9.465,4.299,2,0.625,9
694,6,0,3091.5,21.572,0.655,2.535,9.705,4.301,2,0.563,4
695,6,0,3092.0,22.975,0.653,1.95,9.21,4.319,2,0.5,4
696,6,0,3092.5,23.922,0.65,1.34,8.59,4.305,2,0.438,4
697,6,0,3093.0,24.869,0.657,0.63,7.42,4.291,2,0.375,4
698,6,0,3093.5,27.64,0.669,0.42,6.02,4.216,2,0.313,9
699,6,0,3094.0,34.058,0.67,0.44,4.4,4.109,2,0.25,4
700,6,0,3094.5,41.489,0.652,1.11,4.03,3.815,2,0.188,4
701,6,0,3095.0,51.235,0.631,1.73,5.19,3.444,2,0.125,4
702,9,0,3095.5,55.601,0.61,2.42,7.82,3.146,2,0.063,4
703,9,0,3096.0,59.512,0.601,3.715,10.375,2.935,1,1.0,8
704,9,0,3096.5,62.055,0.598,4.13,12.01,2.844,1,0.95,8
705,9,0,3097.0,64.37,0.592,3.83,12.15,2.768,1,0.9,8
706,9,0,3097.5,65.773,0.587,3.32,11.31,2.708,1,0.85,4
707,9,0,3098.0,66.036,0.593,2.635,9.895,2.663,1,0.8,9
708,9,0,3098.5,64.712,0.597,2.65,9.32,2.616,1,0.75,9
709,9,0,3099.0,64.039,0.6,2.545,8.775,2.603,1,0.7,9
